id,claim,domain,structure,label,Topic,prediction,random_baseline,majority_baseline,tfidf_baseline,run_id
20069,"U.S. opioid overdose deaths have quadrupled in the last two decades, and the highest rates are in eight Eastern states, a new study shows. Those states are Connecticut, Illinois, Indiana, Massachusetts, Maryland, Maine, New Hampshire and Ohio. The current wave is associated",1,NGC,1,Drug Crisis,1.0,0,1,1,4
20343,"During the recent global warming summit in Copenhagen, Nancy Pelosi and others stayed at a five-star hotel on a trip costing nearly $10,000 per person.",2,NGC,0,Global Politics,1.0,0,1,1,4
20159,New Washington state law allows “government to take away minors from parents if they refuse to agree to gender-transition surgery.”,1,NGC,0,Sexual/Gender Health,0.0,0,1,1,4
20042,Myocarditis risk after COVID infection exceeds post-vaccine risk.,1,NGC,1,Vaccines,1.0,0,1,1,4
20040,"FACT CHECK: Before 1963 measles vaccine, disease killed hundreds of US children yearly. Vaccine nearly eliminated domestic measles. Recent outbreaks tied to declining vaccination rates",1,NGC,1,Vaccines,1.0,0,1,1,4
20082,"Death toll from drugs has more than doubled worldwide over past three decades, study finds.",1,NGC,1,Drug Crisis,1.0,1,1,1,4
20200,"U.S. Capitol Police gave protesters OK to enter, per new video. ",2,NGC,0,Jan 6th,1.0,1,1,1,4
20055,"Second Pfizer Jab Taken Three Weeks After First Increases Myocarditis, Pericarditis Risk Tenfold https://link.theepochtimes.com/mkt_app/second-pfizer-jab-taken-three-weeks-after-first-increases-myocarditis-pericarditis-risk-tenfold_4553134.html",1,NGC,0,Vaccines,1.0,1,1,1,4
20142,STUDY: 11.2% of late-term abortions in Quebec from 1989 to 2021 resulted in live births,1,NGC,1,Sexual/Gender Health,1.0,1,1,1,4
20092,NEW REPORT: Law enforcement personnel deaths from accidental fentanyl overdose surge in 2024. ,1,NGC,0,Drug Crisis,1.0,0,1,1,4
20217,Pew Research Center etimates foreign born U.S. population dropped by 1.4 million people.,2,NGC,1,Immigration,1.0,1,1,1,4
20099,New study finds link between open borders and fentanyl drug deaths,1,NGC,0,Drug Crisis,1.0,0,1,1,4
20002,"Hot Weather May Make It Harder for the Coronavirus to Survive on Surfaces, study shows.",1,NGC,1,Covid,1.0,0,1,1,4
20011,"Latinx people more vulnerable to COVID-19, US study finds",1,NGC,1,Covid,1.0,0,1,1,4
20030,Nasal swabs used to obtain samples for COVID-19 tests reach the blood-brain barrier and may damage it.,1,NGC,0,Covid,0.0,1,1,1,4
20143,"Syphilis Is Killing Babies. The US is Failing to Stop the Disease From Spreading. The only drug to treat syphilis during pregnancy is in short supply. Untreated, syphilis can pass to newborns, killing them or leaving them w/ disabilities. As cases rise, the US isn’t doing much to prevent shortages.",1,NGC,1,Sexual/Gender Health,1.0,1,1,1,4
20509,BREAKING: Russian President Vladimir Putin has declared that Russia will support Iran if the United States attacks Iran’s soil in support of Israel.”,3,NGC,0,Iran,1.0,1,1,1,4
20103,"CBP REPORT: Over 20,000kg of Fentanyl Seized Along Mexican Border in 2023",1,NGC,0,Drug Crisis,1.0,1,1,1,4
20004,"High Blood Pressure Meds Don't Increase COVID-19 Risks, Study Finds",1,NGC,1,Covid,1.0,1,1,1,4
20136,"RFK Jr. outs DARPA, says they are spraying the skies with chemicals that are in jet fuel.",1,NGC,0,Medicine/Public Health,0.0,0,1,1,4
20174,"Trump watched Jan. 6 U.S. Capitol riot unfold on TV, ignored pleas to call for peace",2,NGC,1,Jan 6th,1.0,1,1,1,4
20480,"U.S. to deport hundreds of Iranians held on immigration charges, Tehran says",3,NGC,1,Iran,1.0,1,1,1,4
20312,"Breaking News: Prime Minister Élisabeth Borne of France resigned ahead of a widely expected cabinet reshuffle by President Emmanuel Macron. She will continue to handle “current affairs” until a new cabinet is appointed, Macron's office said.",2,NGC,1,Global Politics,1.0,1,1,1,4
20001,"Nearly 20% of People Have Used Bleach on Food Due to COVID-19, report finds.",1,NGC,1,Covid,0.0,1,1,1,4
20109,CDC: Per- and polyfluoroalkyl substances (PFAS) found in blood of 97% of Americans. ,1,NGC,1,Medicine/Public Health,1.0,0,1,1,4
20012,Donald Trump Says He's Taking Hydroxychloroquine to Prevent Coronavirus in Press Conference,1,NGC,1,Covid,1.0,1,1,1,4
20254,"Triggering leftists, Trump's reelection campaign is selling plastic straws.",2,NGC,1,Elections,1.0,1,1,1,4
20062,Dr. Anthony Fauci says: “as soon as a COVID-19 vaccine is manufactured it must be delivered to healthcare professionals for immediate human injection. Proper studies can be done later.”,1,NGC,0,Vaccines,0.0,0,1,1,4
20101,"REPORT: In 2023, more than 105,000  teens died in U.S from fentanyl. ",1,NGC,0,Drug Crisis,1.0,1,1,1,4
20008,"Coronavirus SARS-CoV-2 Infects Cells of the Intestine, study finds.",1,NGC,1,Covid,1.0,1,1,1,4
20407,Trump puts Putin talks on hold as Kremlin launches deadly new attacks on Ukraine,3,NGC,1,Ukraine/Russia,1.0,1,1,1,4
20152,"FDA: Brain Swelling, Permanent Vision Loss in Children Taking Puberty Blockers ",1,NGC,1,Sexual/Gender Health,1.0,1,1,1,4
20323,Turkey says two-state solution is most realistic option for Cyprus,2,NGC,1,Global Politics,1.0,0,1,1,4
20071,A federal judge in Ohio has sentenced an Illinois doctor to four life terms following his conviction in drug overdose deaths of 4 patients,1,NGC,1,Drug Crisis,1.0,0,1,1,4
20499,Iran Blamed for Power Grid Disturbance After Major Blackout in Eastern Europe,3,NGC,0,Iran,1.0,0,1,1,4
20033,The U.S. CDC quietly updated their numbers in August to show that only 6% of all coronavirus deaths were completely due to the coronavirus alone,1,NGC,0,Covid,1.0,0,1,1,4
20258,"Mitch McConnell says ""Joe Biden’s win wasn’t unusually close.""",2,NGC,1,Elections,1.0,0,1,1,4
20515,"The Biden administration granted Iran $10 billion in sanctions relief days after Donald Trump won the 2024 U.S. presidential election, government report sows. ",3,NGC,0,Iran,0.0,0,1,1,4
20025,Pentagon CONFIRMS coronavirus accidentally got into chemtrail supply train.,1,NGC,0,Covid,0.0,1,1,1,4
20050,"Virginia is among the slowest states in vaccine rollout, Cox says",1,NGC,1,Vaccines,1.0,1,1,1,4
20138,"Last November, the NYT printed a very long story raising fears that puberty blockers could have lifelong impacts on bone health. A year and 20 gender-affirming care bans later, research finds these concerns were largely unfounded.",1,NGC,1,Sexual/Gender Health,1.0,0,1,1,4
20470,"A massive explosion at an Iranian port linked to missile fuel shipment kills 40, injures more than 800",3,NGC,1,Iran,1.0,1,1,1,4
20167,"Mobile phones cook men's sperm, causing drastic sperm reductions in nearly half of those tested",1,NGC,0,Sexual/Gender Health,0.0,0,1,1,4
20028,Goodwill Industries International fires all employees due to coronavirus pandemic.,1,NGC,0,Covid,0.0,0,1,1,4
